Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
3691,Maruti Alto,Maruti,Alto,11,29000,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,175000.0
18984,Volkswagen Vento,Volkswagen,Vento,10,42722,Dealer,Diesel,Manual,20.54,,,5.0,525000.0
5035,Ford Endeavour,Ford,Endeavour,3,25000,Individual,Diesel,Automatic,10.91,3198.0,197.0,7.0,3000000.0
8207,Honda Amaze,Honda,Amaze,5,25000,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,750000.0
15269,Maruti Swift,Maruti,Swift,6,"82,250",Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,525000.0
15560,Hyundai Santro,Hyundai,Santro,3,6500,Individual,CNG,Manual,30.48,1086.0,58.0,5.0,525000.0
14793,Mahindra Bolero,Mahindra,Bolero,6,90000,Individual,Diesel,Manual,,2523.0,62.1,7.0,550000.0
6711,Maruti Vitara,Maruti,Vitara,2,6000,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,900000.0
4427,Maruti Celerio,Maruti,Celerio,6,80000,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,450000.0
17783,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,60000,Dealer,Diesel,Automatic,15.8,2143.0,170.0,5.0,1125000.0
1679,Hyundai Creta,Hyundai,Creta,5,70000,Individual,Petrol,Manual,15.29,1591.0,121.3,5.0,815000.0
3829,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,40000,Individual,Diesel,Automatic,14.21,2143.0,203.0,5.0,1050000.0
3866,Maruti Swift Dzire,Maruti,Swift Dzire,3,29500,Dealer,Petrol,Automatic,21.21,1197.0,81.8,5.0,
18586,Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498.0,98.6,5.0,650000.0
11020,Datsun GO,Datsun,GO,7,35000,Individual,Petrol,Manual,20.63,1198.0,67.0,5.0,190000.0
15085,Maruti Swift Dzire,Maruti,Swift Dzire,7,81000,Dealer,Diesel,Manual,28.4,1248.0,,5.0,439000.0
344,Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,790000.0
16608,Mini Cooper,Mini,Cooper,3,8000,Individual,Petrol,Automatic,17.33,1998.0,189.08,4.0,3200000.0
12308,Maruti Dzire VXI,Maruti,Dzire VXI,3,28000,Dealer,Petrol,Manual,23.26,1197.0,88.5,5.0,625000.0
7852,Mahindra Bolero,Mahindra,Bolero,9,53270,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,550000.0
15969,Ford Figo,Ford,Figo,10,82000,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,290000.0
11514,Maruti Eeco,Maruti,Eeco,2,15000,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,322000.0
1612,Renault Duster,Renault,Duster,5,118500,Individual,Diesel,Manual,19.72,1461.0,,5.0,943000.0
9761,Maruti Wagon R,Maruti,Wagon R,7,76000,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,
3123,Tata Safari,Tata,Safari,12,120000,Individual,Petrol,Manual,12.0,,127.0,7.0,490000.0
11129,Maruti Ertiga,Maruti,Ertiga,8,101000,Individual,Diesel,Manual,20.77,1248.0,88.8,7.0,500000.0
14054,Hyundai i10,Hyundai,i10,8,37200,Dealer,Petrol,Manual,19.81,,68.05,5.0,250000.0
7416,Maruti Alto,Maruti,Alto,5,24779,Dealer,Petrol,Automatic,,998.0,67.05,5.0,360000.0
12783,Maruti Wagon R,Maruti,Wagon R,5,58000,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,299000.0
18280,Maruti Alto,Maruti,Alto,8,60000,individual, Petrol,Manual,20.92,998.0,67.1,5.0,210000.0
4210,Hyundai Grand,Hyundai,Grand,2,16000,individual,Petrol,Automatic,18.9,1197.0,,5.0,575000.0
15842,Skoda Rapid,Skoda,Rapid,9,87000,dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,475000.0
17656,Renault KWID,Renault,KWID,5,15000,Individual,Petrol,Manual,25.17,799.0,53.3,,299000.0
18093,Hyundai i20,Hyundai,i20,2,15500,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,940000.0
2822,Honda City,Honda,City,6,51000,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,625000.0
9349,Maruti Vitara,Maruti,Vitara,3,64000,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,790000.0
15508,BMW X5,BMW,X5,5,32143,Dealer,Diesel,Automatic,15.97,,258.0,5.0,4599000.0
14692,Maruti Ciaz,Maruti,Ciaz,5,24603,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,
5403,Hyundai Verna,Hyundai,Verna,2,10000,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,1170000.0
2272,Ford Figo,Ford,Figo,6,52000,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,550000.0
4914,Maruti Swift Dzire,Maruti,Swift Dzire,4,9691,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,822000.0
16617,Tata Safari,Tata,Safari,8,68192,Dealer,Diesel,Manual,14.1,2179.0,147.94,7.0,550000.0
1912,Land Rover Rover,Land Rover,Rover,8,80000,Dealer,Diesel,Automatic,12.39,2179.0,147.51,5.0,1275000.0
19002,Maruti Wagon R,Maruti,Wagon R,11,80000,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,163000.0
11518,Honda City,Honda,City,10,17000,Individual,Petrol,Automatic,16.8,1497.0,118.0,5.0,400000.0
7829,Maruti Celerio,Maruti,Celerio,6,48000,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,475000.0
7285,Jaguar XF,Jaguar,XF,4,36000,Individual,Diesel,Automatic,19.33,1999.0,177.0,5.0,4000000.0
12466,Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,610000.0
12837,Volkswagen Polo,Volkswagen,Polo,8,89103,Dealer,Diesel,Manual,22.07,,73.9,5.0,234000.0
8846,Ford Figo,Ford,Figo,10,90000,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,230000.0
498,Maruti Swift,Maruti,Swift,7,54000,Dealer,Petrol,Manual,22.0,1197.0,,5.0,365000.0
3558,Maruti Celerio,Maruti,Celerio,5,70000,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,375000.0
16595,BMW 5,BMW,5,3,16000,Dealer,Diesel,Automatic,18.59,2993.0,,5.0,5800000.0
16093,Datsun redi-GO,Datsun,redi-GO,5,7001,Dealer,Petrol,Manual,21.7,,67.05,5.0,325000.0
11159,Maruti Alto,Maruti,Alto,10,68203,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,210000.0
397,BMW Z4,BMW,Z4,1,2000,Dealer,Petrol,Automatic,,2998.0,335.0,2.0,8250000.0
11966,Lexus ES,Lexus,ES,4,33000,Dealer,petrol ,Automatic,22.37,2487.0,214.56,5.0,4100000.0
10802,Maruti Swift,Maruti,Swift,7,42120,Dealer,Petrol,Manual,18.6,1197.0,,5.0,470000.0
5580,Maruti Swift Dzire,Maruti,Swift Dzire,7,91000 kms,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,550000.0
3985,Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,330000.0
9543,Renault Duster,Renault,Duster,6,25000,Individual,Petrol ,Manual,13.24,1598.0,102.57,5.0,450000.0
1699,MG Hector,MG,Hector,2,20000,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,1750000.0
7794,Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,690000.0
10502,Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,,1061.0,64.0,5.0,78000.0
18129,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,19500,Dealer,Diesel,Automatic,,2987.0,254.79,5.0,5700000.0
8234,Maruti Swift Dzire,Maruti,Swift Dzire,8,74581 kms,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,550000.0
16146,Volkswagen Vento,Volkswagen,Vento,10,110000,Individual,Petrol,Manual,15.8,1598.0,105.0,5.0,250000.0
1359,BMW X1,BMW,X1,9,50000,Individual,Diesel,Automatic,17.05,,184.0,5.0,1200000.0
8270,Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,460000.0
11261,Maruti Vitara,Maruti,Vitara,2,25000,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,800000.0
8418,Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,350000.0
14704,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,240000.0
15314,Maruti Celerio,Maruti,Celerio,6,51118,Dealer,Petrol,Automatic,23.1,998.0,,5.0,450000.0
13215,Ford Freestyle,Ford,Freestyle,1,3957,Dealer,Petrol,Manual,19.0,1194.0,94.68,5.0,570000.0
13053,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,55000,Dealer,Diesel,Automatic,14.94,2143.0,204.0,5.0,1250000.0
12085,Maruti Celerio,Maruti,Celerio,5,69000,Dealer,CNG,Manual,31.79,998.0,58.2,5.0,375000.0
14902,Land Rover Rover,Land Rover,Rover,5,128000,Dealer,Diesel,Automatic,12.63,2179.0,147.5,5.0,2675000.0
11814,Honda Amaze,Honda,Amaze,6,36000,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,395000.0
452,Ford Figo,Ford,Figo,4,53000,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,400000.0
5983,Mahindra XUV500,Mahindra,XUV500,7,110000,Individual,Diesel,Manual,15.1,,140.0,7.0,750000.0
10597,Mahindra KUV,Mahindra,KUV,5,15000,Individual,Petrol,Manual,18.15,1198.0,,5.0,400000.0
10446,Maruti Wagon R,Maruti,Wagon R,11,80875,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,250000.0
6280,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Automatic,28.4,1248.0,74.02,5.0,800000.0
8593,Maruti Swift Dzire,Maruti,Swift Dzire,11,155522,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,255000.0
18377,Mahindra XUV500,Mahindra,XUV500,8,58000,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,550000.0
3322,Hyundai Grand,Hyundai,Grand,4,22000,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,485000.0
8290,Hyundai Grand,Hyundai,Grand,2,4000,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,710000.0
17234,Maruti Ertiga,Maruti,Ertiga,2,15000,Individual,Petrol,Manual,19.34,1462.0,103.0,7.0,920000.0
4461,Mahindra KUV,Mahindra,KUV,5,21000,Individual,petrol ,Manual,18.15,1198.0,82.0,6.0,400000.0
17021,Hyundai Grand,Hyundai,Grand,6,66916,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5.0,550000.0
18,Maruti Swift,Maruti,Swift,5,20000,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,627000.0
2800,Hyundai i10,Hyundai,i10,13,45000,Dealer,Petrol,Manual,19.81,1086.0,,5.0,210000.0
2653,Maruti Baleno,Maruti,Baleno,3,30000,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,490000.0
5452,Ford Figo,Ford,Figo,5,61706 km,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,595000.0
686,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,384000.0
17172,Hyundai i20,Hyundai,i20,9,70000,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,470000.0
2574,BMW 5,BMW,5,7,41265,Dealer,Diesel,Automatic,18.12,1995.0,190.0,5.0,2799000.0
3191,BMW 5,BMW,5,3,36000,Dealer,Diesel,Automatic,22.48,1995.0,187.74,5.0,4200000.0
4246,Tata Safari,Tata,Safari,9,100000,Individual,Diesel,Manual,11.57,2179.0,138.1,7.0,260000.0
18075,Jaguar XF,Jaguar,XF,6,80000,Dealer,Diesel,Automatic,16.36,2179.0,187.7,5.0,2850000.0
12948,Datsun RediGO,Datsun,RediGO,4,37001,Dealer,Petrol,Manual,,799.0,53.64,5.0,245000.0
9010,Hyundai Verna,Hyundai,Verna,11,50111,Dealer,Diesel,Manual,16.2,1493.0,110.0,5.0,199000.0
17596,Ford Figo,Ford,Figo,7,42000,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,460000.0
10695,Honda Amaze,Honda,Amaze,3,33000,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,550000.0
12319,Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Diesel,Manual,19.3,1248.0,,5.0,265000.0
6669,Hyundai Grand,Hyundai,Grand,5,63821,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,445000.0
13444,Skoda Superb,Skoda,Superb,7,84000,Dealer,Diesel,Automatic,17.2,1968.0,138.08,5.0,1040000.0
17586,Hyundai Creta,Hyundai,Creta,5,48000,Dealer,Diesel,Automatic,,1582.0,126.2,5.0,1175000.0
5507,Maruti Alto,Maruti,Alto,16,90000,Individual,Petrol,Manual,19.7,796.0,,5.0,90000.0
730,Maruti Swift,Maruti,Swift,4,14838,Individuall,Petrol,Manual,22.0 kmpl,1197.0,81.8,5.0,525000.0
17847,Maruti Swift,Maruti,Swift,4,70000,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,600000.0
17991,Renault Duster,Renault,Duster,7,179000,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,550000.0
37,Honda Amaze,Honda,Amaze,5,39993,Dealer,Petrol,Manual,18.6,,88.76,5.0,465000.0
13555,Hyundai Verna,Hyundai,Verna,8,72156,Dealer,Diesel,Manual,22.32,1582.0,126.32,,425000.0
152,Mahindra Scorpio,Mahindra,Scorpio,8,95000,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,550000.0
6344,Maruti Swift,Maruti,Swift,11,74000,Dealer,Diesel,Manual,28.4,,74.0,5.0,340000.0
14568,Hyundai Verna,Hyundai,Verna,9,94892,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,310000.0
3255,Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Manual,,999.0,67.0,5.0,350000.0
2241,Ford Ecosport,Ford,Ecosport,2,67000,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,979000.0
14889,Tata Nexon,Tata,Nexon,3,30000,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,600000.0
12843,Mahindra XUV500,Mahindra,XUV500,5,50000,Dealer,Diesel,Manual,16.0,1997.0,140.0,7.0,1099000.0
11862,Hyundai i10,Hyundai,i10,12,92000,Dealer,Petrol,Manual,20.36,1197.0,,5.0,160000.0
14729,Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,410000.0
938,Volkswagen Vento,Volkswagen,Vento,10,98000,Individual,Petrol,Manual,15.04,1598.0,103.6,5.0,360000.0
15579,Maruti Alto,Maruti,Alto,8,48000,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,200000.0
5450,Hyundai i20,Hyundai,i20,2,12000,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,735000.0
102,Honda City,Honda,City,7,69000,Dealer,Diesel,Manual,25.1,1498.0,98.6,5.0,550000.0
4348,Toyota Innova,Toyota,Innova,13,95000,Dealer,Diesel,Manual,12.99,,100.6,8.0,525000.0
2923,Renault KWID,Renault,KWID,3,15300,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,
531,Honda City,Honda,City,5,55670,Dealer,Petrol,Manual,17.8,1497.0,,5.0,700000.0
8386,Ford Figo,Ford,Figo,4,27500,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,580000.0
12396,Honda Amaze,Honda,Amaze,1,3000,Dealer,Petrol,Manual,19.5,1199.0,88.76,5.0,715000.0
16633,Maruti Celerio,Maruti,Celerio,3,21000,Individual, Petrol,Automatic,23.1,998.0,67.04,5.0,510000.0
13103,Maruti Swift,Maruti,Swift,5,81000,Dealer,Diesel,Manual,25.2 kmpl,1248.0,74.0,5.0,435000.0
2517,Maruti Swift Dzire,Maruti,Swift Dzire,9,20699,Dealer,Diesel,Manual,23.4,1248.0,,5.0,475000.0
18571,Maruti Swift,Maruti,Swift,9,40000,Individul,Diesel,Manual,22.9,,74.0,5.0,430000.0
7629,Maruti Swift Dzire,Maruti,Swift Dzire,10,73704,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,380000.0
17483,BMW 5,BMW,5,3,12000,Dealer,Diesel,Automatic,22.48,,187.74,5.0,3900000.0
14955,Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,275000.0
10894,Mahindra Scorpio,Mahindra,Scorpio,8,110000,Individual,Diesel,Automatic,11.79,2179.0,120.0,8.0,550000.0
12345,Mahindra XUV500,Mahindra,XUV500,4,65000,Dealer,Diesel,Automatic,16.0,1997.0,,7.0,1175000.0
19132,Ford Figo,Ford,Figo,10,69000,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,235000.0
6334,Maruti Eeco,Maruti,Eeco,5,15000,Individual,Petrol,Manual,15.37,1196.0,73.0,7.0,350000.0
4444,Hyundai i20,Hyundai,i20,6,44000,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,585000.0
18373,BMW 3,BMW,3,10,41000,Dealer,Diesel,Automatic,16.07,,181.0,5.0,1700000.0
15564,Maruti Celerio,Maruti,Celerio,6,35000,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,450000.0
11924,Maruti Swift,Maruti,Swift,7,80000,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,425000.0
11377,Maruti Swift,Maruti,Swift,6,70000,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,425000.0
7192,Maruti Vitara,Maruti,Vitara,3,47000,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,990000.0
17893,Honda WR-V,Honda,WR-V,4,80000,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,700000.0
11274,Hyundai Creta,Hyundai,Creta,3,85000,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,1150000.0
17955,Ford Figo,Ford,Figo,8,51000,Dealer,Diesel,Manual,,1399.0,68.0,5.0,345000.0
8329,Hyundai Verna,Hyundai,Verna,4,48000,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,850000.0
17610,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,59000,Dealer,Petrol,Automatic,,1796.0,186.0,5.0,650000.0
5629,Maruti Swift Dzire,Maruti,Swift Dzire,5,65000,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,480000.0
10953,Maruti Alto,Maruti,Alto,9,19455,Dealer,Petrol,Manual,19.7,796.0,,5.0,185000.0
13219,BMW 7,BMW,7,10,78000,Dealer,Diesel,Automatic,,,258.0,5.0,1645000.0
15117,Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,265000.0
18606,Renault KWID,Renault,KWID,3,16000,Dealer,Petrol,Automatic,24.04,999.0,,5.0,465000.0
12681,Maruti Swift Dzire,Maruti,Swift Dzire,4,63452,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,695000.0
18831,Ford Figo,Ford,Figo,8,97358,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,365000.0
13704,Skoda Rapid,Skoda,Rapid,7,51000,Dealer,Diesel,Manual,21.14,1498.0,103.52,5.0,460000.0
16485,Hyundai i20,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197.0,82.9,5.0,330000.0
2273,Toyota Fortuner,Toyota,Fortuner,11,64000,Dealer,Diesel,Manual,11.5,2982.0,171.0,7.0,1085000.0
16781,Hyundai Verna,Hyundai,Verna,12,90000,Individual,Diesel,Manual,18.1,,,5.0,290000.0
8225,Hyundai i20,Hyundai,i20,3,35575,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,710000.0
9723,Volkswagen Vento,Volkswagen,Vento,6,32500,Dealer,Diesel,Manual,20.34,1498.0,103.2,5.0,459000.0
10736,Ford Aspire,Ford,Aspire,5,19543,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,475000.0
10548,Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,400000.0
13115,Hyundai Verna,Hyundai,Verna,13,77000,Dealer,Petrol,Manual,13.9,1599.0,103.2,5.0,190000.0
2496,Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Dealer,Diesel,Manual,26.59,1248.0,74.0,,675000.0
11069,Volkswagen Vento,Volkswagen,Vento,6,260000,Individual,Diesel,Automatic,21.21,1498.0,103.2,5.0,700000.0
3578,Honda Amaze,Honda,Amaze,8,54000,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,380000.0
16553,Renault Duster,Renault,Duster,5,140000,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,680000.0
5519,Renault Duster,Renault,Duster,6,70000,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,690000.0
2899,Honda City,Honda,City,6,67584,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,651000.0
10713,Hyundai i20,Hyundai,i20,10,31280,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,150000.0
4656,Maruti Ertiga,Maruti,Ertiga,5,19000 km,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,750000.0
18279,Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,400000.0
588,Hyundai i20,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,470000.0
6557,Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,1170000.0
13253,Ford Aspire,Ford,Aspire,5,55000,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,435000.0
14242,BMW 7,BMW,7,8,89000,Dealer,Diesel,Automatic,,2993.0,258.0,5.0,2000000.0
7084,Toyota Innova,Toyota,Innova,8,270000,Individual,Diesel,Manual,12.99,2494.0,100.6,8.0,1050000.0
7408,Maruti Wagon R,Maruti,Wagon R,5,50000,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,425000.0
13112,Maruti Swift Dzire,Maruti,Swift Dzire,6,16881,Trustmark Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,525000.0
16841,Hyundai i20,Hyundai,i20,6,37924,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,550000.0
11643,Maruti Alto,Maruti,Alto,8,70000,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,170000.0
19177,Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,,1461.0,108.45,5.0,360000.0
4233,Skoda Superb,Skoda,Superb,6,35000,Dealer,Petrol,Automatic,13.7,1798.0,157.75,5.0,1150000.0
11638,Toyota Innova,Toyota,Innova,12,120000,Individual,Diesel,Manual,12.8,,102.0,8.0,500000.0
8047,Maruti Swift Dzire,Maruti,Swift Dzire,3,54400,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,580000.0
8686,Maruti Swift,Maruti,Swift,6,31000,DEALER,Diesel,Manual,28.4,1248.0,74.0,,630000.0
9949,Maruti Swift Dzire,Maruti,Swift Dzire,2,60000,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,525000.0
14167,MG Hector,MG,Hector,2,28000,Dealer,Diesel,Manual,17.41,1956.0,167.68,5.0,1650000.0
3364,Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.8,2494.0,102.0,7.0,800000.0
5553,Ford Freestyle,Ford,Freestyle,2,25000,Individual,Diesel,Manual,24.4,1498.0,98.63,5.0,790000.0
2558,Hyundai Elantra,Hyundai,Elantra,8,80000,Dealer,Diesel,Manual,22.7,1582.0,126.24,5.0,700000.0
8965,Maruti Swift Dzire,Maruti,Swift Dzire,6,25000,Individual,Petrol,Manual,20.85,1197.0,,5.0,460000.0
228,Maruti Baleno,Maruti,Baleno,4,100000,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,600000.0
3775,Mahindra XUV500,Mahindra,XUV500,9,68420,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,615000.0
68,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,560000.0
8697,Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,999999999.0
2146,Maruti Alto,Maruti,Alto,9,43000,Dealer,Petrol,Manual,19.7,,46.3,5.0,230000.0
17257,Honda City,Honda,City,11,65000,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,295000.0
4888,Maruti Swift Dzire,Maruti,Swift Dzire,8,71200,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,465000.0
519,Isuzu D-Max,Isuzu,D-Max,4,58132,Dealer, Diesel,Manual,12.4,2499.0,134.0,5.0,1450000.0
5628,Honda Jazz,Honda,Jazz,4,26026,Dealer,Petrol,Manual,18.2,1199.0,88.7,5.0,641000.0
959,Maruti Alto,Maruti,Alto,18,120000,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,65000.0
2839,Ford Ecosport,Ford,Ecosport,5,56000,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,765000.0
7736,Maruti Vitara,Maruti,Vitara,5,80000,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,624000.0
9877,Mahindra XUV500,Mahindra,XUV500,5,90000,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,1000000.0
16632,Maruti Swift,Maruti,Swift,3,28000,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,800000.0
13629,Toyota Innova,Toyota,Innova,14,79000,Dealer,Diesel,Manual,12.99,,100.6,7.0,265000.0
1987,Toyota Innova,Toyota,Innova,3,28000,Dealer,Diesel,Automatic,11.36,2755.0,171.5,8.0,1890000.0
4386,Maruti Ertiga,Maruti,Ertiga,5,48805,Individual,Diesel,Manual,24.52,1248.0,,7.0,999999999.0
5525,Hyundai Verna,Hyundai,Verna,8,50000,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,620000.0
2810,Maruti Wagon R,Maruti,Wagon R,7,44000,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,325000.0
1339,Toyota Fortuner,Toyota,Fortuner,4,50000,Individual,Petrol,Automatic,10.26,2694.0,163.7,7.0,2700000.0
2060,Jeep Compass,Jeep,Compass,3,17500,Dealer,Petrol,Manual,,1368.0,160.0,5.0,1335000.0
12851,Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,955000.0
10104,Mahindra XUV500,Mahindra,XUV500,3,40000,individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,1400000.0
1469,Volkswagen Polo,Volkswagen,Polo,5,100000,Individual,Diesel,Manual,20.14,1498.0,88.0,5.0,630000.0
16552,Maruti Swift,Maruti,Swift,8,51200,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,470000.0
12746,Maruti Wagon R,Maruti,Wagon R,3,55000,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,380000.0
11844,Hyundai Creta,Hyundai,Creta,4,34500,Individual,Diesel,Automatic,17.6,1582.0,126.2,5.0,1155000.0
